time,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.4e-07,0,0,0,0,0,0,0,0.03451,0.01713,0.02018,0.02631,0.02374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03451,0.01713,0.02018,0.02631,0.02374,
2.014e-05,0.12,0,0,0.04,0,0,0,0.09451,0.15426,0.08018,0.02631,0.16748,0,0,0,0,0,0,0.1,0.06,0.06,0.06,0.06,0,0,0.06,0.12,0,0.12,0.06,0.04,0.09451,0.15426,0.08018,0.02631,0.04748,
4.014e-05,0.12,0.04,0.1,0.14,0,0,0,0.12902,0.17139,0.10036,0.05262,0.31122,0.04,0,0,0.06,0.06,0.06,0.2,0,0.06,0,0,0,0.1,0.06,0.12,0,0.12,0.06,0,0.12902,0.17139,0.02018,0.05262,0.02374,
6.014e-05,0.24,0.04,0,0.12,0.04,0,0.1,0.16353,0.18852,0.24054,0.02631,0.45496,0,0.12,0.12,0.18,0.06,0,0.3,0.12,0.06,0.12,0,0.06,0.2,0.06,0.24,0,0,0.06,0,0.04353,0.18852,0.08018,0.08631,0.02374,
8.014e-05,0.36,0.02,0,0.1,0,0.1,0.08,0.19804,0.20565,0.14072,0.08631,0.5987,0.04,0.12,0.24,0.06,0,0.06,0.28,0.24,0.06,0,0,0.06,0.06,0.06,0.12,0.06,0,0,0,0.07804,0.08565,0.02018,0.02631,0.04748,
0.00010014,0.48,0,0,0.08,0,0,0.18,0.23255,0.22278,0.1609,0.02631,0.62244,0,0,0.36,0.06,0.12,0.06,0.26,0.36,0.18,0.06,0.12,0.18,0.04,0.06,0.12,0.06,0.06,0.12,0,0.03451,0.10278,0.16036,0.05262,0.19122,
0.00012014,0.48,0,0.04,0.06,0.04,0,0.28,0.26706,0.11991,0.18108,0.02631,0.64618,0,0.06,0.36,0.06,0.24,0.06,0.24,0.48,0.3,0.06,0.12,0.18,0.04,0.06,0.12,0.06,0.06,0.12,0.1,0.03451,0.23991,0.18054,0.02631,0.09496,
0.00014014,0.48,0,0,0.04,0,0,0.14,0.18157,0.13704,0.08126,0.17262,0.54992,0,0,0.24,0.06,0.24,0.18,0.22,0.48,0.3,0.18,0,0.06,0,0.06,0.12,0.06,0.06,0,0,0.18902,0.25704,0.20072,0.08631,0.02374,
0.00016014,0.48,0,0.1,0,0,0.1,0.24,0.21608,0.27417,0.10144,0.31893,0.69366,0.1,0,0.24,0.18,0.12,0.3,0.2,0.6,0.3,0.3,0.06,0.06,0.1,0.18,0,0.18,0.06,0.12,0.1,0.22353,0.27417,0.1009,0.11262,0.16748,
0.00018014,0.48,0.04,0.08,0,0,0.2,0.34,0.37059,0.2913,0.12162,0.34524,0.8374,0.08,0,0.24,0.18,0.12,0.42,0.3,0.6,0.3,0.42,0.06,0,0.2,0.3,0.12,0.18,0.18,0,0.08,0.37804,0.1713,0.24108,0.13893,0.07122,
0.00020014,0.6,0.14,0.06,0.1,0.1,0.18,0.32,0.4051,0.18843,0.0218,0.49155,0.98114,0.06,0.06,0.12,0.18,0,0.42,0.28,0.48,0.3,0.3,0,0,0.3,0.3,0,0.3,0.06,0,0,0.41255,0.18843,0.26126,0.28524,0.09496,
0.00021014,0.54,0.08,0,0.04,0.04,0.24,0.38,0.4651,0.12843,0,0.43155,0,0,0.12,0.06,0.24,0,0.48,0.34,0.54,0.36,0.24,0,0,0.24,0.24,0,0.24,0.12,0,0,0.47255,0.12843,0.32126,0.22524,0.03496,
0.00022014,0.48,0,0,0.08,0.08,0.28,0.3,0.43961,0.08556,0.02018,0.39786,0.06,0.04,0.18,0,0.3,0.06,0.54,0.38,0.48,0.3,0.3,0.06,0,0.28,0.3,0,0.3,0.06,0,0.04,0.56706,0.20556,0.40144,0.31155,0.1187,
0.00024014,0.6,0,0,0.18,0.18,0.26,0.16,0.47412,0.10269,0.02018,0.42417,0.18,0.14,0.18,0,0.42,0,0.66,0.24,0.6,0.18,0.18,0,0,0.26,0.3,0,0.3,0,0,0.02,0.60157,0.10269,0.54162,0.33786,0.02374,
0.00026014,0.72,0,0,0.16,0.16,0.36,0.02,0.50863,0.11982,0.08018,0.45048,0.18,0.12,0.18,0,0.42,0.12,0.78,0.22,0.72,0.18,0.06,0,0.06,0.12,0.3,0.12,0.3,0.06,0,0.04,0.63608,0.11982,0.4418,0.36417,0.08374,
0.00028014,0.6,0.1,0.1,0.14,0.02,0.34,0,0.42314,0.13695,0.02018,0.47679,0.3,0.22,0.18,0.12,0.42,0.24,0.9,0.08,0.72,0.18,0,0.06,0.06,0.1,0.18,0.24,0.3,0,0.06,0.02,0.55059,0.13695,0.34198,0.27048,0.10748,
0.00030014,0.48,0.2,0.08,0.12,0.04,0.2,0.1,0.45765,0.15408,0.08018,0.6231,0.42,0.2,0.18,0.24,0.54,0.36,0.9,0.18,0.72,0.18,0,0,0.06,0,0.18,0.36,0.3,0.06,0,0,0.5851,0.15408,0.36216,0.17679,0.13122,
0.00032014,0.48,0.06,0,0.1,0.14,0.06,0.08,0.49216,0.17121,0.02018,0.52941,0.54,0.3,0.3,0.24,0.54,0.24,0.78,0.04,0.72,0.18,0.06,0,0.18,0.1,0.3,0.36,0.3,0,0.06,0,0.73961,0.17121,0.50234,0.2031,0.15496,
0.00034014,0.48,0.04,0,0.08,0.12,0.04,0,0.52667,0.18834,0.16036,0.55572,0.54,0.28,0.42,0.12,0.54,0.24,0.9,0.14,0.6,0.3,0.18,0.06,0.18,0.08,0.3,0.48,0.18,0.06,0.18,0.04,0.89412,0.18834,0.52252,0.22941,0.2987,
0.00036014,0.48,0.02,0.1,0.06,0,0.02,0.1,0.44118,0.20547,0.18054,0.58203,0.54,0.26,0.3,0.12,0.54,0.24,0.78,0.12,0.72,0.18,0.3,0,0.18,0.18,0.3,0.48,0.18,0,0.3,0.02,0,0.20547,0.5427,0.25572,0.20244,
0.00036014,0.48,0.02,0.1,0.06,0,0.02,0.1,0.44118,0.20547,0.18054,0.58203,0.54,0.26,0.3,0.12,0.54,0.24,0.78,0.12,0.72,0.18,0.3,0,0.18,0.18,0.3,0.48,0.18,0,0.3,0.02,0,0.20547,0.5427,0.25572,0.20244,
0.00038014,0.6,0,0.2,0.16,0,0,0.08,0.35569,0.3426,0.08072,0.48834,0.54,0.36,0.3,0.12,0.42,0.24,0.78,0.22,0.6,0.06,0.18,0,0.18,0.16,0.18,0.48,0.18,0.06,0.3,0.12,0,0.1026,0.68288,0.40203,0.10618,
0.00040014,0.6,0.04,0.3,0.02,0.1,0,0,0.2702,0.35973,0.2209,0.51465,0.42,0.46,0.3,0.12,0.3,0.36,0.9,0.2,0.6,0.06,0.3,0,0.18,0.14,0.3,0.36,0.06,0.18,0.3,0.1,0,0.23973,0.70306,0.30834,0.12992,
0.00042014,0.6,0.14,0.28,0,0.08,0.04,0,0.42471,0.37686,0.24108,0.54096,0.42,0.32,0.18,0.12,0.3,0.36,0.9,0.18,0.72,0.06,0.18,0,0.18,0,0.3,0.24,0.06,0.18,0.42,0,0.12,0.25686,0.72324,0.33465,0.15366,
0.00044014,0.48,0.12,0.26,0.04,0.06,0.02,0.04,0.45922,0.51399,0.38126,0.56727,0.54,0.18,0.3,0.24,0.3,0.48,0.9,0.16,0.84,0.06,0.18,0,0.3,0.1,0.3,0.12,0.06,0.3,0.3,0,0,0.15399,0.74342,0.48096,0.0574,
0.00046014,0.36,0.1,0.12,0,0.04,0.12,0.04,0.37373,0.65112,0.40144,0.47358,0.54,0.16,0.3,0.24,0.3,0.6,0.9,0.02,0.72,0.06,0.3,0,0.18,0.2,0.42,5.55112e-17,0.06,0.3,0.3,0,0,0.17112,0.8836,0.62727,0.20114,
0.00048014,0.48,0,0.1,0,0.02,0,0.02,0.28824,0.78825,0.30162,0.49989,0.66,0.14,0.3,0.24,0.3,0.72,0,0.12,0.72,0.06,0.18,0,0.18,0.3,0.42,0,0,0.42,0.3,0.04,0.06,0.18825,0.78378,0.77358,0.34488,
0.00048014,0.48,0,0.1,0,0.02,0,0.02,0.28824,0.78825,0.30162,0.49989,0.66,0.14,0.3,0.24,0.3,0.72,0,0.12,0.72,0.06,0.18,0,0.18,0.3,0.42,0,0,0.42,0.3,0.04,0.06,0.18825,0.78378,0.77358,0.34488,
0.00050014,0.36,0.04,0.08,0,0.12,0.1,0.12,0.32275,0.92538,0.3218,0.5262,0.54,0.12,0.42,0.12,0.3,0.72,0.12,0.1,0.6,0.06,0.18,0,0.18,0.28,0.42,0.06,0.06,0.54,0.18,0.04,0,0.20538,0.80396,0.67989,0.36862,
0.00052014,0.36,0.02,0.06,0,0.22,0.08,0.22,0.47726,0,0.34198,0.67251,0.42,0.1,0.42,0.12,0.3,0.72,0.12,0,0.6,0,0.18,0.12,0.18,0.14,0.42,0.18,0.18,0.42,0.18,0,0.12,0.34251,0.82414,0.7062,0.39236,
0.00052014,0.36,0.02,0.06,0,0.22,0.08,0.22,0.47726,0,0.34198,0.67251,0.42,0.1,0.42,0.12,0.3,0.72,0.12,0,0.6,0,0.18,0.12,0.18,0.14,0.42,0.18,0.18,0.42,0.18,0,0.12,0.34251,0.82414,0.7062,0.39236,
0.00054014,0.48,0,0.16,0.1,0.2,0,0.2,0.63177,0.06,0.48216,0.69882,0.54,0.2,0.54,0.12,0.42,0.84,0.24,0,0.48,0.06,0.06,0.12,0.3,0,0.42,0.06,0.3,0.42,0.06,0,0.12,0.35964,0.84432,0.61251,0.2961,
0.00056014,0.36,0.1,0.14,0,0.3,0.1,0.3,0.66628,0.06,0.50234,0.60513,0.54,0.3,0.42,0.12,0.3,0.72,0.24,0,0.48,0,0.06,0.12,0.18,0.04,0.42,0.18,0.3,0.42,0,0,0,0.49677,0.9845,0.63882,0.43984,
0.00058014,0.36,0.2,0,0,0.28,0,0.16,0.70079,0.06,0.52252,0.63144,0.42,0.16,0.54,0,0.3,0.72,0.12,0,0.48,0,0.06,0.24,0.18,0.02,0.54,0.18,0.42,0.42,0.06,0.1,0,0.6339,0.88468,0.78513,0.46358,
0.00060014,0.48,0.3,0.04,0.04,0.38,0,0.14,0.6153,0.18,0.4227,0.65775,0.42,0.14,0.54,0.12,0.3,0.72,0.12,0,0.48,0.06,0.06,0.24,0.18,0.04,0.54,0.3,0.42,0.42,0,0.08,0.06,0.53103,0,0.81144,0.36732,
0.00060014,0.48,0.3,0.04,0.04,0.38,0,0.14,0.6153,0.18,0.4227,0.65775,0.42,0.14,0.54,0.12,0.3,0.72,0.12,0,0.48,0.06,0.06,0.24,0.18,0.04,0.54,0.3,0.42,0.42,0,0.08,0.06,0.53103,0,0.81144,0.36732,
0.00062014,0.36,0.28,0,0.02,0.36,0,0.12,0.64981,0.3,0.32288,0.80406,0.42,0,0.54,0,0.3,0.84,0.12,0,0.48,0,0.06,0.24,0.06,0.04,0.66,0.18,0.54,0.42,0,0.06,0,0.54816,0,0.83775,0.39106,
0.00064014,0.36,0.14,0.1,0.12,0.34,0,0.22,0.68432,0.3,0.46306,0.83037,0.54,0.04,0.66,0.12,0.3,0.96,0.12,0,0.48,0,0.06,0.24,0,0,0.66,0.3,0.66,0.42,0,0,0.12,0.68529,0,0.74406,0.5348,
0.00065014,0.3,0.08,0.16,0.18,0.28,0,0.16,0.74432,0.24,0.40306,0.77037,0.6,0,0.6,0.06,0.36,0,0.18,0,0.42,0.06,0,0.3,0,0,0.72,0.36,0.6,0.48,0,0,0.06,0.74529,0,0.80406,0.4748,
0.00066014,0.36,0.12,0.2,0.22,0.2,0,0.2,0.83883,0.18,0.36324,0.73668,0.66,0,0.54,0.12,0.42,0.06,0.24,0.04,0.48,0.12,0.06,0.24,0.06,0,0.66,0.3,0.66,0.42,0,0.04,0.12,0.70242,0,0.77037,0.43854,
0.00068014,0.36,0.22,0.3,0.2,0.3,0.1,0.18,0.99334,0.18,0.26342,0.76299,0.66,0.1,0.66,0,0.54,0.18,0.36,0.04,0.36,0.24,0.06,0.36,0.06,0.1,0.78,0.42,0.54,0.42,0.12,0.04,0.24,0.83955,0,0.91668,0.58228,
0.00069014,0.3,0.28,0.36,0.26,0.24,0.04,0.24,0,0.24,0.20342,0.82299,0.6,0.16,0.6,0.06,0.6,0.24,0.42,0,0.42,0.3,0,0.42,0,0.04,0.84,0.36,0.6,0.36,0.06,0.1,0.3,0.77955,0.06,0.85668,0.52228,
0.00070014,0.24,0.2,0.4,0.18,0.28,0,0.28,0.06,0.3,0.1636,0.7893,0.54,0.2,0.66,0,0.66,0.18,0.48,0,0.36,0.36,0.06,0.36,0.06,0.08,0.9,0.3,0.66,0.3,0,0.02,0.24,0.85668,0.12,0.94299,0.48602,
0.00072014,0.12,0.18,0.38,0.04,0.26,0,0.14,0,0.42,0.18378,0.81561,0.54,0.18,0.54,0,0.54,0.3,0.48,0.1,0.48,0.36,0.06,0.24,0.06,0.06,0.78,0.42,0.78,0.42,0.06,0.04,0.36,0.87381,0.12,0.8493,0.62976,
0.00074014,0.12,0.04,0.36,0.04,0.24,0.1,0.24,0,0.54,0.08396,0.84192,0.54,0.16,0.54,0.12,0.54,0.42,0.48,0,0.48,0.48,0,0.24,0.18,0.16,0.78,0.54,0.9,0.42,0.06,0.04,0.48,0.89094,0.24,0.87561,0.6535,
0.00076014,0.12,0.02,0.46,0,0.22,0.08,0.34,0,0.54,0.10414,0.74823,0.66,0.14,0.54,0,0.66,0.42,0.36,0,0.48,0.36,0.12,0.36,0.3,0.02,0.9,0.54,0,0.42,0.06,0.04,0.6,0.78807,0.36,0.78192,0.67724,
0.00076014,0.12,0.02,0.46,0,0.22,0.08,0.34,0,0.54,0.10414,0.74823,0.66,0.14,0.54,0,0.66,0.42,0.36,0,0.48,0.36,0.12,0.36,0.3,0.02,0.9,0.54,0,0.42,0.06,0.04,0.6,0.78807,0.36,0.78192,0.67724,
0.00078014,0.12,0.04,0.44,0,0.2,0.06,0.32,0,0.54,0.02018,0.77454,0.66,0,0.42,0.12,0.66,0.42,0.48,0,0.6,0.36,0,0.24,0.3,0.04,0.9,0.42,0,0.42,0,0.04,0.48,0.8052,0.48,0.80823,0.70098,
0.00080014,0.12,0.02,0.42,0,0.06,0.04,0.42,0,0.54,0.16036,0.68085,0.54,0.04,0.42,0.12,0.78,0.42,0.36,0.1,0.6,0.36,0.06,0.36,0.18,0.02,0,0.42,0.12,0.54,0,0.14,0.48,0.94233,0.48,0.71454,0.84472,
0.00080014,0.12,0.02,0.42,0,0.06,0.04,0.42,0,0.54,0.16036,0.68085,0.54,0.04,0.42,0.12,0.78,0.42,0.36,0.1,0.6,0.36,0.06,0.36,0.18,0.02,0,0.42,0.12,0.54,0,0.14,0.48,0.94233,0.48,0.71454,0.84472,
0.00081014,0.18,0.08,0.36,0.06,0,0.1,0.48,0.06,0.48,0.10036,0.74085,0.6,0,0.48,0.06,0.72,0.48,0.42,0.16,0.54,0.42,0,0.3,0.24,0,0.06,0.48,0.18,0.48,0.06,0.2,0.54,0,0.42,0.77454,0.90472,
0.00082014,0.12,0.12,0.28,0.1,0.04,0.02,0.52,0.12,0.54,0.18054,0.82716,0.66,0.04,0.54,0.12,0.66,0.42,0.36,0.08,0.48,0.36,0,0.24,0.18,0,0.12,0.42,0.12,0.54,0,0.24,0.6,0.06,0.48,0.86085,0.98846,
0.00084014,0.12,0.22,0.14,0.08,0,0,0.5,0.24,0.54,0.08072,0.97347,0.66,0.04,0.54,0,0.54,0.3,0.24,0.06,0.48,0.36,0,0.12,0.06,0.1,0,0.42,0.12,0.42,0.12,0.22,0.72,0,0.48,0.76716,0.8922,
0.00085014,0.06,0.16,0.2,0.14,0.06,0,0.44,0.18,0.6,0.14072,0,0.72,0,0.48,0.06,0.6,0.36,0.18,0.12,0.54,0.42,0.06,0.06,0.12,0.16,0,0.36,0.18,0.48,0.18,0.28,0.78,0,0.54,0.82716,0.8322,
0.00086014,5.55112e-17,0.08,0.12,0.18,0.1,0.04,0.48,0.12,0.66,0.1009,0.06,0.78,0.04,0.42,0,0.66,0.3,0.24,0.04,0.48,0.36,0.12,0.12,0.06,0.2,0,0.42,0.24,0.54,0.24,0.32,0.84,0.06,0.6,0.79347,0.91594,
0.00088014,0.12,0.06,0.22,0.16,0.08,0.02,0.34,0.12,0.78,0.12108,0,0.78,0.14,0.3,0.12,0.66,0.3,0.24,0.02,0.6,0.48,0.24,0.12,0.18,0.06,0.06,0.54,0.24,0.54,0.12,0.18,0.72,0.06,0.6,0.81978,0,
0.00088014,0.12,0.06,0.22,0.16,0.08,0.02,0.34,0.12,0.78,0.12108,0,0.78,0.14,0.3,0.12,0.66,0.3,0.24,0.02,0.6,0.48,0.24,0.12,0.18,0.06,0.06,0.54,0.24,0.54,0.12,0.18,0.72,0.06,0.6,0.81978,0,
0.00090014,5.55112e-17,0.04,0.32,0.14,0.06,0.04,0.32,0.12,0.66,0.02126,0,0.78,0.12,0.3,0,0.78,0.3,0.24,0.04,0.48,0.36,0.12,0,0.18,0.04,0,0.54,0.24,0.42,0.24,0.16,0.6,0,0.48,0.84609,0,
0.00092014,0.12,0.02,0.18,0.12,0,0.14,0.42,0.12,0.66,0.08018,0,0.9,0.1,0.42,0,0.78,0.3,0.36,0,0.48,0.36,0.24,0,0.06,0.04,0.12,0.54,0.12,0.42,0.24,0.14,0.72,0,0.6,0.9924,0,
0.00094014,0.12,0,0.28,0,0.1,0,0.4,0.12,0.66,0.22036,0,0.9,0.08,0.3,0.06,0.66,0.18,0.48,0.04,0.48,0.36,0.24,0,0,0.02,0.12,0.66,0.24,0.3,0.12,0,0.6,0,0.6,0.89871,0.06,
0.00096014,5.55112e-17,0.04,0.26,0,0.08,0.04,0.26,0,0.66,0.36054,0.12,0.78,0.18,0.3,0,0.66,0.06,0.6,0.14,0.6,0.48,0.12,0,0.12,0,0.12,0.54,0.24,0.3,0,0.1,0.48,0,0.72,0.92502,0.06,
0.00098014,0.06,0.02,0.24,0.1,0.06,0.02,0.24,0.06,0.66,0.38072,0.12,0.66,0.16,0.3,0.06,0.54,0.18,0.48,0.12,0.48,0.48,0,0.12,0.12,0,0.12,0.42,0.36,0.3,0.06,0.2,0.36,0.12,0.72,0.95133,0.06,
0.00100014,0.06,0.04,0.34,0.08,0.04,0.04,0.1,0,0.78,0.5209,0,0.54,0.02,0.3,0,0.54,0.06,0.6,0.22,0.48,0.6,0,0,0.12,0.1,0.24,0.54,0.48,0.3,0,0.18,0.48,0.12,0.6,0.85764,0,
0.00102014,0.06,0.14,0.2,0.06,0.02,0.04,0,0,0.9,0.42108,0,0.42,0.04,0.3,0,0.42,0.06,0.6,0.2,0.6,0.6,0,0,0,0,0.24,0.66,0.48,0.42,0.06,0.04,0.6,0.12,0.6,0.76395,0.06,
0.00104014,0.06,0.12,0.18,0.04,0.04,0,0.04,0.06,0.9,0.32126,0,0.42,0.02,0.3,0,0.42,0,0.6,0.18,0.48,0.6,0,0,0,0,0.24,0.66,0.48,0.42,0.06,0.14,0.72,0.12,0.48,0.79026,0,
0.00106014,0,0.1,0.16,0.14,0.02,0,0.02,0,0.78,0.34144,0,0.3,0.12,0.3,0.06,0.42,0.12,0.72,0.16,0.48,0.6,0.06,0,0,0,0.24,0.66,0.36,0.3,0.18,0.24,0.72,0.24,0.48,0.69657,0,
0.00108014,0,0.08,0.02,0,0.04,0,0,0.06,0.66,0.36162,0.12,0.3,0.22,0.42,0.18,0.3,0,0.84,0.26,0.48,0.6,0.06,0,0,0,0.12,0.66,0.48,0.42,0.06,0.22,0.6,0.24,0.48,0.72288,0,
0.00110014,0,0.06,0,0,0.02,0.1,0.1,0,0.78,0.3818,0.24,0.18,0.2,0.3,0.3,0.18,0.06,0.96,0.36,0.36,0.48,0.06,0,0.06,0.1,0.12,0.78,0.36,0.42,0.18,0.32,0.72,0.24,0.6,0.86919,0.12,
0.00112014,0,0.04,0,0,0,0.08,0,0,0.66,0.40198,0.36,0.18,0.18,0.18,0.3,0.3,0.06,0.84,0.34,0.24,0.36,0.18,0,0.06,0.08,0.24,0.9,0.36,0.3,0.18,0.3,0.72,0.36,0.72,0.8955,0.24,
0.00114014,0,0.02,0.1,0.04,0.1,0,0.1,0,0.78,0.30216,0.36,0.18,0.16,0.18,0.3,0.3,0.06,0.72,0.2,0.24,0.36,0.3,0.06,0,0.06,0.36,0.9,0.24,0.18,0.06,0.16,0.72,0.24,0.72,0.80181,0.24,
0.00116014,0.12,0,0.08,0,0.08,0.04,0.08,0,0.78,0.20234,0.48,0.18,0.14,0.3,0.42,0.3,0.18,0.6,0.3,0.12,0.36,0.3,0.06,0,0.04,0.36,0.78,0.12,0.18,0,0.26,0.84,0.24,0.72,0.94812,0.12,
0.00117014,0.06,0.06,0.14,0,0.02,0,0.14,0.06,0.72,0.14234,0.42,0.24,0.08,0.36,0.36,0.36,0.24,0.66,0.24,0.18,0.3,0.36,0,0.06,0,0.3,0.84,0.18,0.24,0.06,0.2,0.9,0.3,0.66,0,0.06,
0.00118014,0,0,0.18,0.04,0,0,0.18,0,0.78,0.10252,0.48,0.18,0.12,0.42,0.3,0.3,0.18,0.72,0.28,0.12,0.36,0.42,0.06,0.12,0,0.24,0.78,0.12,0.3,0.12,0.12,0.84,0.36,0.6,0.06,0,
0.00120014,0.12,0,0.04,0,0,0,0.16,0.06,0.78,0.2427,0.6,0.18,0.1,0.42,0.42,0.3,0.3,0.72,0.38,0.12,0.48,0.42,0.06,0.12,0.04,0.12,0.9,0.12,0.42,0,0,0.84,0.24,0.48,0,0.06,
0.00122014,0.12,0.04,0.14,0,0.04,0,0.14,0.06,0.9,0.38288,0.6,0.3,0.08,0.42,0.42,0.42,0.42,0.72,0.48,0.24,0.6,0.42,0,0.12,0,0,0.9,0.12,0.42,0,0.04,0.84,0.24,0.48,0.06,0.06,
0.00124014,0,0,0.12,0.1,0.04,0,0.12,0.06,0.9,0.40306,0.72,0.3,0,0.42,0.42,0.42,0.3,0.72,0.46,0.24,0.48,0.54,0,0,0,0.06,0.78,0.12,0.42,0.06,0,0.96,0.12,0.48,0.06,0,
0.00126014,0.06,0,0.1,0,0,0,0.1,0.18,0.9,0.42324,0.72,0.18,0,0.3,0.42,0.54,0.42,0.6,0.44,0.36,0.36,0.54,0,0.06,0.04,0.18,0.66,0.24,0.54,0.06,0.04,0,0.12,0.6,0.18,0,
0.00128014,0.06,0.1,0.2,0,0.04,0.04,0,0.18,0.78,0.44342,0.72,0.06,0,0.42,0.42,0.66,0.3,0.72,0.54,0.24,0.24,0.54,0,0,0.02,0.06,0.54,0.24,0.54,0.06,0.04,0.12,0.12,0.6,0.18,0.06,
0.00130014,0.06,0.2,0.3,0,0.14,0,0,0.18,0.78,0.3436,0.84,0.18,0.04,0.3,0.54,0.66,0.42,0.84,0.52,0.36,0.36,0.54,0.06,0,0,0.18,0.42,0.24,0.66,0.18,0.14,0,0.24,0.48,0.18,0.06,
0.00132014,0.06,0.18,0.28,0.1,0.12,0,0.04,0.18,0.78,0.36378,0.72,0.18,0.04,0.3,0.42,0.78,0.3,0.84,0.38,0.36,0.36,0.66,0.06,0,0.04,0.18,0.54,0.12,0.78,0.3,0,0.12,0.24,0.6,0.18,0,
0.00134014,0.18,0.04,0.14,0.08,0.1,0,0.04,0.3,0.78,0.38396,0.84,0.18,0.14,0.18,0.42,0.66,0.18,0.96,0.36,0.48,0.36,0.66,0.06,0.12,0.02,0.3,0.66,0.12,0.66,0.42,0.04,0,0.12,0.6,0.3,0.12,
0.00136014,0.18,0,0.12,0.18,0.2,0.04,0.04,0.42,0.66,0.40414,0.84,0.3,0.12,0.3,0.42,0.66,0.3,0.84,0.34,0.48,0.24,0.66,0.06,0.12,0,0.3,0.54,0.12,0.66,0.42,0,0.12,0.12,0.6,0.42,0.24,
0.00138014,0.18,0.04,0.1,0.04,0.18,0.14,0,0.3,0.66,0.42432,0.84,0.42,0,0.3,0.3,0.54,0.3,0.84,0.44,0.48,0.12,0.66,0.18,0.12,0.04,0.3,0.54,0.12,0.54,0.42,0.1,0.12,0.24,0.6,0.42,0.36,
0.00140014,0.18,0.14,0,0,0.04,0.24,0.04,0.3,0.66,0.4445,0.96,0.54,0,0.3,0.42,0.54,0.18,0.84,0.42,0.48,0.24,0.54,0.18,0.12,0.14,0.42,0.66,0,0.54,0.54,0.2,0,0.12,0.6,0.42,0.24,
0.00142014,0.06,0.24,0.04,0,0.14,0.22,0,0.42,0.66,0.46468,0,0.54,0,0.3,0.3,0.54,0.18,0.84,0.28,0.48,0.12,0.54,0.18,0.12,0,0.42,0.66,0,0.54,0.66,0.18,0,0.12,0.72,0.54,0.24,
0.00144014,0,0.22,0.14,0,0.12,0.2,0.04,0.42,0.78,0.36486,0,0.66,0,0.42,0.3,0.66,0.3,0.96,0.14,0.48,0.12,0.66,0.18,0.12,0.04,0.54,0.54,0.12,0.54,0.66,0.04,0.06,0.12,0.84,0.66,0.36,
0.00146014,0.06,0.2,0,0.04,0.1,0.18,0,0.42,0.66,0.38504,0,0.78,0,0.54,0.42,0.66,0.18,0,0.24,0.36,0.12,0.66,0.18,0.12,0.14,0.42,0.54,0.12,0.66,0.66,0,0.18,0,0.96,0.54,0.24,
0.00148014,0.06,0.18,0.1,0,0.2,0.16,0.1,0.42,0.78,0.40522,0.06,0.9,0.1,0.54,0.42,0.78,0.18,0.06,0.34,0.48,0.12,0.66,0.3,0,0.12,0.3,0.54,0.24,0.66,0.66,0.04,0.06,0.12,0.96,0.54,0.24,
0.00150014,0.06,0.16,0.08,0.1,0.3,0.26,0.08,0.54,0.66,0.3054,0.18,0,0.08,0.42,0.42,0.9,0.18,0,0.44,0.48,5.55112e-17,0.78,0.42,0,0.1,0.42,0.54,0.24,0.54,0.54,0.04,0,0.24,0.96,0.66,0.24,
0.00152014,0,0.14,0.06,0.08,0.4,0.36,0.18,0.42,0.66,0.20558,0.06,0.06,0.18,0.42,0.54,0.9,0.18,0,0.42,0.6,0.12,0.9,0.42,0,0.08,0.42,0.42,0.24,0.66,0.42,0.02,0,0.24,0.84,0.54,0.36,
0.00154014,0,0.12,0.16,0,0.5,0.46,0.16,0.42,0.66,0.22576,0,0.06,0.16,0.42,0.42,0.78,0.06,0,0.4,0.72,0.24,0.9,0.3,0.06,0,0.3,0.42,0.36,0.66,0.42,0,0.06,0.12,0.84,0.42,0.36,
0.00156014,0,0,0.02,0.04,0.48,0.32,0.14,0.42,0.54,0.24594,0.06,0.06,0.26,0.3,0.54,0.66,0.18,0,0.38,0.84,0.24,0.9,0.42,0.18,0.04,0.3,0.3,0.36,0.78,0.42,0,0.06,0,0.84,0.42,0.48,
0.00158014,0,0,0,0.04,0.58,0.3,0.12,0.42,0.54,0.38612,0.06,0.06,0.24,0.3,0.66,0.54,0.06,0,0.36,0.72,0.36,0,0.42,0.18,0.14,0.3,0.3,0.24,0.78,0.3,0.1,0.06,0,0.72,0.3,0.48,
0.00158014,0,0,0,0.04,0.58,0.3,0.12,0.42,0.54,0.38612,0.06,0.06,0.24,0.3,0.66,0.54,0.06,0,0.36,0.72,0.36,0,0.42,0.18,0.14,0.3,0.3,0.24,0.78,0.3,0.1,0.06,0,0.72,0.3,0.48,
